,task_id,task_description,deadline,priority,assigned_user,user_workload,past_task_behavior,category,status,time_taken_(hours),deadline_days_remaining,task_length,has_keyword_urgent,is_weekend_deadline,category_encoded,status_encoded,priority_encoded,is_completed,user_current_load,past_behavior_score,workload,deadline_days,task_description_clean
110,T0105,Write integration tests for API,2025-08-20,Medium,User_2,8.0,On Time,Management,In Progress,0.0,0.4727272727272727,0.6666666666666665,0,0,4.0,1.0,2.0,0.0,0.4166666666666667,1.0,0.6534391534391534,26,write integration test api
111,T0212,Deploy hotfix for customer complaints,2025-08-14,High,User_6,3.0,Delayed,DevOps,Pending,0.0,0.3636363636363636,0.6666666666666665,0,0,1.0,2.0,0.0,0.0,0.6666666666666667,0.3,0.4259259259259259,20,deploy hotfix customer complaint
112,synthetic_45040,Setup monitoring for production servers.,2025-08-20,Urgent,user7,9.0,Late,DevOps,To Do,0.9379434719660866,0.4727272727272727,0.6666666666666665,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,26,setup monitoring production server
113,T0023,Send status update to manager,2025-09-06,Low,User_4,10.0,Delayed,Testing,Pending,0.0,0.7818181818181817,0.6666666666666665,0,1,5.0,2.0,1.0,0.0,0.0833333333333332,0.3,0.8313492063492064,43,send status update manager
114,T0012,Organize shared team files,2025-08-18,Low,User_8,2.0,Delayed,Design,Completed,0.2166666666666666,0.4363636363636363,0.3333333333333332,0,0,0.0,0.0,1.0,1.0,0.1666666666666667,0.3,0.2962962962962963,24,organize shared team file
115,T0129,Write integration tests for API,2025-09-14,Medium,User_2,4.0,On Time,DevOps,Completed,0.35,0.9272727272727272,0.6666666666666665,0,1,1.0,0.0,2.0,1.0,0.4166666666666667,1.0,0.648809523809524,51,write integration test api
116,T0038,Organize shared team files,2025-08-05,Low,User_2,3.0,Late,Design,Completed,1.0,0.1999999999999999,0.3333333333333332,0,0,0.0,0.0,1.0,1.0,0.4166666666666667,0.5,0.2572751322751322,11,organize shared team file
117,synthetic_24245,Create onboarding manual for new developers.,2025-07-25,High,user10,5.0,Needs Improvement,Documentation,To Do,0.911294142369128,0.0,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.3,0.5221560846560847,0,create onboarding manual new developer
118,T0260,Restore database from backup,2025-08-05,High,User_4,6.0,On Time,Testing,Completed,0.5833333333333333,0.1999999999999999,0.3333333333333332,0,0,5.0,0.0,0.0,1.0,0.0833333333333332,1.0,0.3723544973544973,11,restore database backup
119,T0251,Resolve payment gateway timeout issue,2025-09-03,High,User_3,10.0,On Time,Management,Completed,0.9166666666666666,0.7272727272727273,0.6666666666666665,0,0,4.0,0.0,0.0,1.0,0.0,1.0,0.8134920634920634,40,resolve payment gateway timeout issue
120,T0063,Clean up old logs from server,2025-08-01,Low,User_9,7.0,Late,Management,In Progress,0.0,0.1272727272727272,1.0,0,0,4.0,1.0,1.0,0.0,0.3333333333333332,0.5,0.617063492063492,7,clean old log server
121,T0053,Send status update to manager,2025-08-13,Low,User_2,8.0,On Time,Testing,Pending,0.0,0.3454545454545454,0.6666666666666665,0,0,5.0,2.0,1.0,0.0,0.4166666666666667,1.0,0.6117724867724867,19,send status update manager
122,T0227,Fix critical bug in deployment pipeline,2025-07-29,High,User_7,3.0,On Time,Documentation,Completed,0.4083333333333333,0.0727272727272727,1.0,0,0,3.0,0.0,0.0,1.0,0.5833333333333333,1.0,0.4457671957671957,4,fix critical bug deployment pipeline
123,T0147,Create UI wireframes for feature,2025-07-28,Medium,User_8,4.0,Late,Testing,Completed,0.6583333333333333,0.0545454545454545,0.6666666666666665,0,0,5.0,0.0,2.0,1.0,0.1666666666666667,0.5,0.363095238095238,3,create ui wireframes feature
124,T0064,Clean up old logs from server,2025-09-11,Low,User_7,5.0,Delayed,Development,Completed,0.5666666666666667,0.8727272727272727,1.0,0,0,2.0,0.0,1.0,1.0,0.5833333333333333,0.3,0.7843915343915344,48,clean old log server
125,T0290,Restore database from backup,2025-08-30,High,User_9,9.0,On Time,Design,Pending,0.0,0.6545454545454545,0.3333333333333332,0,1,0.0,2.0,0.0,0.0,0.3333333333333332,1.0,0.6362433862433863,36,restore database backup
126,T0010,Update internal documentation,2025-08-05,Low,User_5,9.0,On Time,Documentation,Completed,0.7,0.1999999999999999,0.0,0,0,3.0,0.0,1.0,1.0,0.5833333333333333,1.0,0.3723544973544973,11,update internal documentation
127,T0163,Write integration tests for API,2025-09-03,Medium,User_7,4.0,Delayed,Design,In Progress,0.0,0.7272727272727273,0.6666666666666665,0,0,0.0,1.0,2.0,0.0,0.5833333333333333,0.3,0.5833333333333334,40,write integration test api
128,T0248,Resolve payment gateway timeout issue,2025-08-03,High,User_2,6.0,Late,Documentation,Completed,0.8916666666666666,0.1636363636363636,0.6666666666666665,0,1,3.0,0.0,0.0,1.0,0.4166666666666667,0.5,0.4755291005291004,9,resolve payment gateway timeout issue
129,T0233,Fix critical bug in deployment pipeline,2025-07-30,High,User_7,3.0,Delayed,Testing,Completed,0.9166666666666666,0.0909090909090909,1.0,0,0,5.0,0.0,0.0,1.0,0.5833333333333333,0.3,0.4517195767195768,5,fix critical bug deployment pipeline
130,T0133,Update user guides,2025-08-31,Medium,User_10,4.0,Delayed,Documentation,In Progress,0.0,0.6727272727272727,0.0,0,1,3.0,1.0,2.0,0.0,0.3333333333333332,0.3,0.3353174603174603,37,update user guide
131,synthetic_26293,Create wireframes for onboarding screens.,2025-07-31,High,user9,4.0,Excellent,Design,To Do,0.62157639483378,0.109090909090909,0.6666666666666665,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,6,create wireframes onboarding screen
132,T0239,Resolve payment gateway timeout issue,2025-08-02,High,User_4,7.0,Delayed,Testing,Pending,0.0,0.1454545454545454,0.6666666666666665,0,1,5.0,2.0,0.0,0.0,0.0833333333333332,0.3,0.5079365079365079,8,resolve payment gateway timeout issue
133,T0042,Clean up old logs from server,2025-09-10,Low,User_4,4.0,Late,Design,In Progress,0.0,0.8545454545454545,1.0,0,0,0.0,1.0,1.0,0.0,0.0833333333333332,0.5,0.7400793650793651,47,clean old log server
134,synthetic_84126,Prepare user guide for module deployment.,2025-08-12,Urgent,user9,1.0,Late,Documentation,To Do,0.8691132745740863,0.3272727272727272,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,18,prepare user guide module deployment
135,T0282,Deploy hotfix for customer complaints,2025-07-23,High,User_10,10.0,Delayed,Management,Pending,0.0,0.0,0.6666666666666665,0,0,4.0,2.0,0.0,0.0,0.3333333333333332,0.3,0.5634920634920635,0,deploy hotfix customer complaint
136,T0110,Write integration tests for API,2025-08-29,Medium,User_3,1.0,On Time,DevOps,Pending,0.0,0.6363636363636364,0.6666666666666665,0,0,1.0,2.0,2.0,0.0,0.0,1.0,0.4384920634920634,35,write integration test api
137,T0182,Refactor module for scalability,2025-08-15,Medium,User_9,2.0,Late,Testing,Pending,0.0,0.3818181818181818,0.3333333333333332,0,0,5.0,2.0,2.0,0.0,0.3333333333333332,0.5,0.2784391534391534,21,refactor module scalability
138,T0091,Clean up old logs from server,2025-09-01,Low,User_1,6.0,Delayed,Documentation,Completed,0.4166666666666666,0.6909090909090909,1.0,0,0,3.0,0.0,1.0,1.0,0.9999999999999998,0.3,0.7632275132275133,38,clean old log server
139,T0066,Update internal documentation,2025-09-06,Low,User_10,3.0,On Time,Documentation,In Progress,0.0,0.7818181818181817,0.0,0,1,3.0,1.0,1.0,0.0,0.3333333333333332,1.0,0.3326719576719576,43,update internal documentation
140,T0198,Create UI wireframes for feature,2025-08-14,Medium,User_8,8.0,Delayed,Development,Pending,0.0,0.3636363636363636,0.6666666666666665,0,0,2.0,2.0,2.0,0.0,0.1666666666666667,0.3,0.6177248677248677,20,create ui wireframes feature
141,T0246,Patch security vulnerability in auth system,2025-07-22,High,User_4,3.0,Delayed,Testing,Completed,0.925,0.0,1.0,0,0,5.0,0.0,0.0,1.0,0.0833333333333332,0.3,0.4041005291005291,0,patch security vulnerability auth system
142,T0245,Deploy hotfix for customer complaints,2025-08-29,High,User_6,1.0,On Time,DevOps,Completed,0.8916666666666666,0.6363636363636364,0.6666666666666665,0,0,1.0,0.0,0.0,1.0,0.6666666666666667,1.0,0.4384920634920634,35,deploy hotfix customer complaint
143,synthetic_73754,Create onboarding manual for new developers.,2025-07-31,Urgent,user7,10.0,Needs Improvement,Documentation,To Do,0.7745281167771509,0.109090909090909,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.3,0.5221560846560847,6,create onboarding manual new developer
144,T0211,Patch security vulnerability in auth system,2025-09-14,High,User_3,2.0,On Time,Testing,Pending,0.0,0.9272727272727272,1.0,0,1,5.0,2.0,0.0,0.0,0.0,1.0,0.6871693121693123,51,patch security vulnerability auth system
145,synthetic_52794,Create onboarding manual for new developers.,2025-07-27,High,user5,7.0,Late,Documentation,To Do,0.8446395874417207,0.0363636363636363,1.0,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,2,create onboarding manual new developer
146,synthetic_62355,Prepare user guide for module deployment.,2025-07-22,Urgent,user10,8.0,Needs Improvement,Documentation,To Do,0.5152472041181648,0.0,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.3,0.5221560846560847,0,prepare user guide module deployment
147,T0205,Fix critical bug in deployment pipeline,2025-08-18,High,User_3,9.0,Delayed,Management,Pending,0.0,0.4363636363636363,1.0,0,0,4.0,2.0,0.0,0.0,0.0,0.3,0.7949735449735452,24,fix critical bug deployment pipeline
148,T0144,Update user guides,2025-08-24,Medium,User_8,1.0,On Time,Testing,Pending,0.0,0.5454545454545454,0.0,0,1,5.0,2.0,2.0,0.0,0.1666666666666667,1.0,0.1785714285714285,30,update user guide
149,synthetic_23326,Create onboarding manual for new developers.,2025-08-16,Low,user1,7.0,Excellent,Documentation,To Do,0.4352518666731833,0.3999999999999999,1.0,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,22,create onboarding manual new developer
150,T0257,Resolve payment gateway timeout issue,2025-07-28,High,User_5,1.0,Late,Management,Completed,0.1916666666666666,0.0545454545454545,0.6666666666666665,0,0,4.0,0.0,0.0,1.0,0.5833333333333333,0.5,0.248015873015873,3,resolve payment gateway timeout issue
151,T0171,Update user guides,2025-08-05,Medium,User_10,1.0,Delayed,DevOps,Pending,0.0,0.1999999999999999,0.0,0,0,1.0,2.0,2.0,0.0,0.3333333333333332,0.3,0.0654761904761905,11,update user guide
152,T0220,Deploy hotfix for customer complaints,2025-09-16,High,User_1,3.0,On Time,Development,Completed,0.1833333333333333,0.9636363636363636,0.6666666666666665,0,0,2.0,0.0,0.0,1.0,0.9999999999999998,1.0,0.6223544973544973,53,deploy hotfix customer complaint
153,T0095,Update internal documentation,2025-08-22,Low,User_6,2.0,Delayed,Development,In Progress,0.0,0.509090909090909,0.0,0,0,2.0,1.0,1.0,0.0,0.6666666666666667,0.3,0.205026455026455,28,update internal documentation
154,T0097,Clean up old logs from server,2025-09-04,Low,User_1,3.0,On Time,Management,Completed,0.35,0.7454545454545454,1.0,0,0,4.0,0.0,1.0,1.0,0.9999999999999998,1.0,0.666005291005291,41,clean old log server
155,T0200,Create UI wireframes for feature,2025-08-05,Medium,User_8,7.0,Late,Management,Pending,0.0,0.1999999999999999,0.6666666666666665,0,0,4.0,2.0,2.0,0.0,0.1666666666666667,0.5,0.5257936507936508,11,create ui wireframes feature
156,T0261,Restore database from backup,2025-08-13,High,User_9,6.0,On Time,Documentation,Pending,0.0,0.3454545454545454,0.3333333333333332,0,0,3.0,2.0,0.0,0.0,0.3333333333333332,1.0,0.419973544973545,19,restore database backup
157,T0106,Update user guides,2025-09-08,Medium,User_2,1.0,Late,Design,In Progress,0.0,0.8181818181818181,0.0,0,0,0.0,1.0,2.0,0.0,0.4166666666666667,0.5,0.2678571428571428,45,update user guide
158,T0224,Restore database from backup,2025-08-17,High,User_10,2.0,On Time,Documentation,Pending,0.0,0.4181818181818181,0.3333333333333332,0,1,3.0,2.0,0.0,0.0,0.3333333333333332,1.0,0.2903439153439153,23,restore database backup
159,synthetic_76465,Allocate resources for upcoming milestone.,2025-07-22,Low,user10,8.0,Excellent,Management,To Do,0.8431277018881997,0.0,0.6666666666666665,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,0,allocate resource upcoming milestone
160,T0125,Create UI wireframes for feature,2025-09-13,Medium,User_7,9.0,Delayed,DevOps,In Progress,0.0,0.9090909090909092,0.6666666666666665,0,1,1.0,1.0,2.0,0.0,0.5833333333333333,0.3,0.8346560846560847,50,create ui wireframes feature
161,T0241,Resolve payment gateway timeout issue,2025-09-01,High,User_1,8.0,Late,Development,Completed,0.4666666666666666,0.6909090909090909,0.6666666666666665,0,0,2.0,0.0,0.0,1.0,0.9999999999999998,0.5,0.7248677248677248,38,resolve payment gateway timeout issue
162,T0143,Refactor module for scalability,2025-08-29,Medium,User_1,8.0,Delayed,Management,Pending,0.0,0.6363636363636364,0.3333333333333332,0,0,4.0,2.0,2.0,0.0,0.9999999999999998,0.3,0.5919312169312169,35,refactor module scalability
163,T0167,Refactor module for scalability,2025-07-22,Medium,User_7,7.0,Delayed,Development,In Progress,0.0,0.0,0.3333333333333332,0,0,2.0,1.0,2.0,0.0,0.5833333333333333,0.3,0.3273809523809523,0,refactor module scalability
164,T0130,Write integration tests for API,2025-08-26,Medium,User_6,8.0,Late,Design,Pending,0.0,0.5818181818181818,0.6666666666666665,0,0,0.0,2.0,2.0,0.0,0.6666666666666667,0.5,0.6891534391534391,32,write integration test api
165,synthetic_55379,Refactor user authentication module.,2025-08-01,Medium,user10,9.0,On Time,Development,To Do,0.8368834524314732,0.1272727272727272,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,7,refactor user authentication module
166,T0104,Review peer pull requests,2025-09-18,Medium,User_4,4.0,Delayed,Testing,Completed,0.4166666666666666,1.0,0.3333333333333332,0,0,5.0,0.0,2.0,1.0,0.0833333333333332,0.3,0.5575396825396824,55,review peer pull request
167,T0207,Resolve payment gateway timeout issue,2025-07-22,High,User_8,2.0,Late,Development,Completed,0.6749999999999999,0.0,0.6666666666666665,0,0,2.0,0.0,0.0,1.0,0.1666666666666667,0.5,0.2506613756613756,0,resolve payment gateway timeout issue
168,T0188,Review peer pull requests,2025-07-25,Medium,User_1,4.0,On Time,DevOps,Pending,0.0,0.0,0.3333333333333332,0,0,1.0,2.0,2.0,0.0,0.9999999999999998,1.0,0.2301587301587301,0,review peer pull request
169,synthetic_21180,Prepare user guide for module deployment.,2025-08-14,Low,user1,2.0,Excellent,Documentation,To Do,0.677338817466713,0.3636363636363636,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,20,prepare user guide module deployment
170,T0291,Fix critical bug in deployment pipeline,2025-08-18,High,User_2,10.0,On Time,DevOps,In Progress,0.0,0.4363636363636363,1.0,0,0,1.0,1.0,0.0,0.0,0.4166666666666667,1.0,0.8333333333333335,24,fix critical bug deployment pipeline
171,synthetic_93154,Write unit tests for payment module.,2025-08-17,Low,user4,7.0,Excellent,Testing,To Do,0.6634613402126626,0.4181818181818181,1.0,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,23,write unit test payment module
172,T0124,Create UI wireframes for feature,2025-08-03,Medium,User_3,5.0,Delayed,Development,In Progress,0.0,0.1636363636363636,0.6666666666666665,0,1,2.0,1.0,2.0,0.0,0.0,0.3,0.4371693121693121,9,create ui wireframes feature
173,T0008,Send status update to manager,2025-09-18,Low,User_8,8.0,On Time,DevOps,Completed,0.775,1.0,0.6666666666666665,0,0,1.0,0.0,1.0,1.0,0.1666666666666667,1.0,0.826058201058201,55,send status update manager
174,T0297,Patch security vulnerability in auth system,2025-07-23,High,User_3,5.0,On Time,Management,Completed,0.5083333333333333,0.0,1.0,0,0,4.0,0.0,0.0,1.0,0.0,1.0,0.4867724867724867,0,patch security vulnerability auth system
175,T0003,Clean up old logs from server,2025-07-29,Low,User_6,8.0,On Time,Documentation,Pending,0.0,0.0727272727272727,1.0,0,0,3.0,2.0,1.0,0.0,0.6666666666666667,1.0,0.6375661375661378,4,clean old log server
176,synthetic_92158,Write API reference documentation.,2025-08-07,High,user3,1.0,Excellent,Documentation,To Do,0.9185079131859478,0.2363636363636363,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,13,write api reference documentation
177,T0049,Clean up old logs from server,2025-09-15,Low,User_1,10.0,On Time,DevOps,In Progress,0.0,0.9454545454545454,1.0,0,0,1.0,1.0,1.0,0.0,0.9999999999999998,1.0,1.0,52,clean old log server
178,T0026,Schedule weekly team sync,2025-09-17,Low,User_8,2.0,On Time,Design,In Progress,0.0,0.9818181818181818,0.3333333333333332,0,0,0.0,1.0,1.0,0.0,0.1666666666666667,1.0,0.4748677248677248,54,schedule weekly team sync
179,T0263,Resolve payment gateway timeout issue,2025-08-19,High,User_5,8.0,Late,Testing,Completed,0.3583333333333333,0.4545454545454545,0.6666666666666665,0,0,5.0,0.0,0.0,1.0,0.5833333333333333,0.5,0.6474867724867727,25,resolve payment gateway timeout issue
180,T0218,Restore database from backup,2025-09-17,High,User_8,2.0,On Time,Design,Completed,0.7416666666666667,0.9818181818181818,0.3333333333333332,0,0,0.0,0.0,0.0,1.0,0.1666666666666667,1.0,0.4748677248677248,54,restore database backup
181,T0197,Update user guides,2025-08-11,Medium,User_7,5.0,Late,Design,Completed,0.8583333333333334,0.3090909090909091,0.0,0,0,0.0,0.0,2.0,1.0,0.5833333333333333,0.5,0.2546296296296296,17,update user guide
182,synthetic_15937,Prepare user guide for module deployment.,2025-07-23,Low,user1,7.0,On Time,Documentation,To Do,0.9455072488849028,0.0,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,0,prepare user guide module deployment
183,T0199,Review peer pull requests,2025-08-04,Medium,User_6,5.0,Delayed,DevOps,In Progress,0.0,0.1818181818181818,0.3333333333333332,0,0,1.0,1.0,2.0,0.0,0.6666666666666667,0.3,0.3280423280423279,10,review peer pull request
184,T0270,Patch security vulnerability in auth system,2025-08-30,High,User_7,10.0,On Time,Documentation,In Progress,0.0,0.6545454545454545,1.0,0,1,3.0,1.0,0.0,0.0,0.5833333333333333,1.0,0.9047619047619048,36,patch security vulnerability auth system
185,T0027,Clean up old logs from server,2025-09-11,Low,User_5,7.0,Delayed,Design,Completed,0.8833333333333333,0.8727272727272727,1.0,0,0,0.0,0.0,1.0,1.0,0.5833333333333333,0.3,0.8611111111111112,48,clean old log server
186,T0101,Refactor module for scalability,2025-09-04,Medium,User_7,1.0,On Time,Development,In Progress,0.0,0.7454545454545454,0.3333333333333332,0,0,2.0,1.0,2.0,0.0,0.5833333333333333,1.0,0.3591269841269841,41,refactor module scalability
187,T0238,Fix critical bug in deployment pipeline,2025-08-13,High,User_1,10.0,Delayed,Design,Pending,0.0,0.3454545454545454,1.0,0,0,0.0,2.0,0.0,0.0,0.9999999999999998,0.3,0.8035714285714286,19,fix critical bug deployment pipeline
188,T0184,Create UI wireframes for feature,2025-08-08,Medium,User_1,5.0,Delayed,Design,In Progress,0.0,0.2545454545454545,0.6666666666666665,0,0,0.0,1.0,2.0,0.0,0.9999999999999998,0.3,0.4669312169312168,14,create ui wireframes feature
189,T0155,Refactor module for scalability,2025-09-01,Medium,User_9,3.0,Delayed,Documentation,In Progress,0.0,0.6909090909090909,0.3333333333333332,0,0,3.0,1.0,2.0,0.0,0.3333333333333332,0.3,0.4179894179894179,38,refactor module scalability
190,T0047,Send status update to manager,2025-08-18,Low,User_1,1.0,On Time,Design,Pending,0.0,0.4363636363636363,0.6666666666666665,0,0,0.0,2.0,1.0,0.0,0.9999999999999998,1.0,0.3730158730158729,24,send status update manager
191,synthetic_22687,Update Docker configurations.,2025-07-24,High,user7,8.0,Excellent,DevOps,To Do,0.4787156898071725,0.0,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,0,update docker configuration
192,T0255,Restore database from backup,2025-07-30,High,User_7,5.0,On Time,Management,Completed,0.2083333333333333,0.0909090909090909,0.3333333333333332,0,0,4.0,0.0,0.0,1.0,0.5833333333333333,1.0,0.2982804232804232,5,restore database backup
193,T0100,Update internal documentation,2025-09-07,Low,User_4,6.0,On Time,Design,Completed,0.9916666666666668,0.7999999999999999,0.0,0,1,0.0,0.0,1.0,1.0,0.0833333333333332,1.0,0.4537037037037037,44,update internal documentation
194,T0150,Create UI wireframes for feature,2025-07-27,Medium,User_2,7.0,Delayed,Management,In Progress,0.0,0.0363636363636363,0.6666666666666665,0,1,4.0,1.0,2.0,0.0,0.4166666666666667,0.3,0.4722222222222221,2,create ui wireframes feature
195,T0028,Update internal documentation,2025-09-04,Low,User_6,5.0,Delayed,Development,Pending,0.0,0.7454545454545454,0.0,0,0,2.0,2.0,1.0,0.0,0.6666666666666667,0.3,0.3974867724867724,41,update internal documentation
196,T0088,Update internal documentation,2025-08-06,Low,User_4,5.0,On Time,Design,In Progress,0.0,0.2181818181818181,0.0,0,0,0.0,1.0,1.0,0.0,0.0833333333333332,1.0,0.2248677248677249,12,update internal documentation
197,T0252,Restore database from backup,2025-07-23,High,User_5,9.0,Late,Management,Completed,0.1333333333333333,0.0,0.3333333333333332,0,0,4.0,0.0,0.0,1.0,0.5833333333333333,0.5,0.41005291005291,0,restore database backup
198,T0146,Review peer pull requests,2025-09-11,Medium,User_3,4.0,Late,Development,In Progress,0.0,0.8727272727272727,0.3333333333333332,0,0,2.0,1.0,2.0,0.0,0.0,0.5,0.5158730158730159,48,review peer pull request
199,T0243,Resolve payment gateway timeout issue,2025-08-12,High,User_10,1.0,Late,DevOps,In Progress,0.0,0.3272727272727272,0.6666666666666665,0,0,1.0,1.0,0.0,0.0,0.3333333333333332,0.5,0.3373015873015872,18,resolve payment gateway timeout issue
200,T0011,Schedule weekly team sync,2025-07-31,Low,User_4,6.0,Delayed,Design,Pending,0.0,0.109090909090909,0.3333333333333332,0,0,0.0,2.0,1.0,0.0,0.0833333333333332,0.3,0.3425925925925926,6,schedule weekly team sync
201,T0128,Review peer pull requests,2025-08-14,Medium,User_2,1.0,Delayed,DevOps,In Progress,0.0,0.3636363636363636,0.3333333333333332,0,0,1.0,1.0,2.0,0.0,0.4166666666666667,0.3,0.2341269841269841,20,review peer pull request
202,T0036,Send status update to manager,2025-09-14,Low,User_6,3.0,Delayed,Development,Completed,0.7,0.9272727272727272,0.6666666666666665,0,1,2.0,0.0,1.0,1.0,0.6666666666666667,0.3,0.6104497354497352,51,send status update manager
203,T0002,Organize shared team files,2025-09-15,Low,User_8,7.0,On Time,DevOps,Completed,0.4583333333333333,0.9454545454545454,0.3333333333333332,0,0,1.0,0.0,1.0,1.0,0.1666666666666667,1.0,0.6547619047619048,52,organize shared team file
204,T0075,Schedule weekly team sync,2025-08-27,Low,User_3,2.0,Late,Management,Pending,0.0,0.6,0.3333333333333332,0,0,4.0,2.0,1.0,0.0,0.0,0.5,0.3498677248677247,33,schedule weekly team sync
205,T0153,Write integration tests for API,2025-08-19,Medium,User_5,1.0,Delayed,Development,Completed,0.5166666666666666,0.4545454545454545,0.6666666666666665,0,0,2.0,0.0,2.0,1.0,0.5833333333333333,0.3,0.3789682539682539,25,write integration test api
206,T0069,Update internal documentation,2025-08-21,Low,User_6,10.0,Delayed,Documentation,Pending,0.0,0.4909090909090909,0.0,0,0,3.0,2.0,1.0,0.0,0.6666666666666667,0.3,0.5059523809523809,27,update internal documentation
207,T0187,Write integration tests for API,2025-07-29,Medium,User_8,8.0,Late,Testing,Pending,0.0,0.0727272727272727,0.6666666666666665,0,0,5.0,2.0,2.0,0.0,0.1666666666666667,0.5,0.5224867724867724,4,write integration test api
208,T0253,Patch security vulnerability in auth system,2025-08-07,High,User_1,4.0,Late,Design,Completed,0.75,0.2363636363636363,1.0,0,0,0.0,0.0,0.0,1.0,0.9999999999999998,0.5,0.5376984126984127,13,patch security vulnerability auth system
209,T0168,Refactor module for scalability,2025-08-01,Medium,User_1,1.0,On Time,Development,In Progress,0.0,0.1272727272727272,0.3333333333333332,0,0,2.0,1.0,2.0,0.0,0.9999999999999998,1.0,0.1567460317460317,7,refactor module scalability
210,T0180,Create UI wireframes for feature,2025-08-04,Medium,User_10,1.0,Late,Testing,Completed,0.7916666666666666,0.1818181818181818,0.6666666666666665,0,0,5.0,0.0,2.0,1.0,0.3333333333333332,0.5,0.2896825396825396,10,create ui wireframes feature
211,T0121,Create UI wireframes for feature,2025-09-07,Medium,User_7,4.0,Late,Development,Completed,0.175,0.7999999999999999,0.6666666666666665,0,1,2.0,0.0,2.0,1.0,0.5833333333333333,0.5,0.607142857142857,44,create ui wireframes feature
212,T0228,Fix critical bug in deployment pipeline,2025-08-14,High,User_3,6.0,On Time,Testing,Completed,0.3999999999999999,0.3636363636363636,1.0,0,0,5.0,0.0,0.0,1.0,0.0,1.0,0.656084656084656,20,fix critical bug deployment pipeline
213,T0295,Patch security vulnerability in auth system,2025-08-09,High,User_9,8.0,Delayed,Management,Completed,0.175,0.2727272727272727,1.0,0,1,4.0,0.0,0.0,1.0,0.3333333333333332,0.3,0.703042328042328,15,patch security vulnerability auth system
214,T0148,Update user guides,2025-08-13,Medium,User_5,8.0,Delayed,Documentation,Pending,0.0,0.3454545454545454,0.0,0,0,3.0,2.0,2.0,0.0,0.5833333333333333,0.3,0.3816137566137566,19,update user guide
215,synthetic_53217,Conduct weekly team review.,2025-08-10,High,user1,5.0,Late,Management,To Do,0.9646302976244344,0.2909090909090909,0.3333333333333332,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,16,conduct weekly team review
216,T0185,Write integration tests for API,2025-08-14,Medium,User_6,4.0,On Time,DevOps,In Progress,0.0,0.3636363636363636,0.6666666666666665,0,0,1.0,1.0,2.0,0.0,0.6666666666666667,1.0,0.4642857142857142,20,write integration test api
217,T0273,Deploy hotfix for customer complaints,2025-08-29,High,User_1,3.0,On Time,Design,In Progress,0.0,0.6363636363636364,0.6666666666666665,0,0,0.0,1.0,0.0,0.0,0.9999999999999998,1.0,0.5152116402116401,35,deploy hotfix customer complaint
218,T0033,Update internal documentation,2025-08-18,Low,User_8,4.0,Late,Documentation,Completed,0.125,0.4363636363636363,0.0,0,0,3.0,0.0,1.0,1.0,0.1666666666666667,0.5,0.2579365079365079,24,update internal documentation
219,T0191,Refactor module for scalability,2025-08-02,Medium,User_7,10.0,On Time,Management,In Progress,0.0,0.1454545454545454,0.3333333333333332,0,1,4.0,1.0,2.0,0.0,0.5833333333333333,1.0,0.507936507936508,8,refactor module scalability
220,T0271,Patch security vulnerability in auth system,2025-08-10,High,User_7,1.0,Late,Development,Pending,0.0,0.2909090909090909,1.0,0,1,2.0,2.0,0.0,0.0,0.5833333333333333,0.5,0.4404761904761905,16,patch security vulnerability auth system
221,T0215,Restore database from backup,2025-08-23,High,User_9,2.0,On Time,Testing,In Progress,0.0,0.5272727272727272,0.3333333333333332,0,1,5.0,1.0,0.0,0.0,0.3333333333333332,1.0,0.326058201058201,29,restore database backup
222,synthetic_10835,Conduct weekly team review.,2025-07-27,Low,user4,4.0,Late,Management,To Do,0.5426948207932508,0.0363636363636363,0.3333333333333332,0,1,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,2,conduct weekly team review
223,T0059,Update internal documentation,2025-08-01,Low,User_2,1.0,On Time,DevOps,Completed,0.9666666666666666,0.1272727272727272,0.0,0,0,1.0,0.0,1.0,1.0,0.4166666666666667,1.0,0.0416666666666666,7,update internal documentation
